,window_start,ticker,symbol,contract_month,contract_year,transactions,open,high,low,close,session_end_date,settlement_price,dollar_volume,volume,timeframe
175,2026-01-19 08:35:00,MNQH6,MNQ,H,2026.0,1380,25389.75,25410.5,25389.0,25407.75,2026-01-20,,66500768,2618,5min
176,2026-01-19 08:40:00,MNQH6,MNQ,H,2026.0,1406,25408.0,25408.75,25377.75,25379.0,2026-01-20,,67236173,2648,5min
177,2026-01-19 08:55:00,MNQH6,MNQ,H,2026.0,765,25394.75,25397.25,25383.75,25390.5,2026-01-20,,34225619,1348,5min
178,2026-01-19 09:00:00,MNQH6,MNQ,H,2026.0,1246,25391.75,25396.25,25375.0,25376.0,2026-01-20,,58004415,2285,5min
179,2026-01-19 09:05:00,MNQH6,MNQ,H,2026.0,1378,25376.0,25376.75,25357.5,25360.5,2026-01-20,,67985093,2680,5min
180,2026-01-19 09:10:00,MNQH6,MNQ,H,2026.0,2009,25360.0,25366.25,25335.75,25347.0,2026-01-20,,99757498,3935,5min
181,2026-01-19 09:15:00,MNQH6,MNQ,H,2026.0,3037,25347.0,25362.5,25320.75,25327.75,2026-01-20,,142727713,5632,5min
182,2026-01-19 09:20:00,MNQH6,MNQ,H,2026.0,2256,25328.25,25351.0,25321.75,25322.75,2026-01-20,,102478424,4045,5min
183,2026-01-20 02:45:00,MNQH6,MNQ,H,2026.0,985,25429.0,25438.75,25425.0,25431.75,2026-01-20,,47328846,1861,5min
184,2026-01-20 02:50:00,MNQH6,MNQ,H,2026.0,749,25431.75,25435.25,25424.0,25431.25,2026-01-20,,39517241,1554,5min
